Species,Owner,Country of Origin,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean Cup,Sweetness,Cupper Points,Total Cup Points
Arabica,juan luis alvarado romero,Guatemala,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,7.58,84.17
Arabica,juan luis alvarado romero,Guatemala,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,7.67,84.17
Arabica,juan luis alvarado romero,Guatemala,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,7.83,84.17
Arabica,racafe & cia s.c.a,Colombia,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,7.67,84.17
Arabica,cooperativa el gorrion r.l,Nicaragua,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,7.83,84.17
Arabica,cafebras,Brazil,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,7.75,84.17
Arabica,"ceca, s.a.",Costa Rica,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,7.83,84.17
Arabica,asefa dukamo keroma,Ethiopia,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,7.75,84.17
Arabica,selian coffee estate,United Republic of Tanzania,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,7.67,84.17
Arabica,olam agro colombia,Colombia,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,7.5,84.17
Arabica,chris finch,Guatemala,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,7.83,84.17
Arabica,itochu corporation,Kenya,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,7.75,84.17
Arabica,owen carver,Brazil,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,7.67,84.17
Arabica,juan luis alvarado romero,Guatemala,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,7.42,84.17
Arabica,atlantic specialty coffee,El Salvador,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,7.92,84.17
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,7.58,84.17
Arabica,juan luis alvarado romero,Guatemala,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,7.67,84.17
Arabica,afca,Uganda,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,7.67,84.17
Arabica,pt.royal pacific indah international,Indonesia,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,7.75,84.13
Arabica,carcafe ltda ci,Colombia,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,7.5,84.08
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,7.92,84.08
Arabica,juan luis alvarado romero,Guatemala,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,7.67,84.08
Arabica,racafe & cia s.c.a,Colombia,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,7.67,84.08
Arabica,lusso lab,Guatemala,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,7.67,84.08
Arabica,kona pacific farmers cooperative,United States of America,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,8.0,84.08
Arabica,andres martinez leon,Mexico,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.83,84.08
Arabica,steven kil,Ethiopia,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,7.92,84.08
Arabica,amanda powers,Costa Rica,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,7.67,84.0
Arabica,kyagalanyi coffee ltd,Ethiopia,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,7.92,84.0
Arabica,bismarck castro,Honduras,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,7.75,84.0
Arabica,juan luis alvarado romero,Guatemala,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,7.58,84.0
Arabica,olam agro colombia,Colombia,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,7.83,84.0
Arabica,juan luis alvarado romero,Guatemala,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,7.5,84.0
Arabica,juan luis alvarado romero,Guatemala,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.83,84.0
Arabica,olam agro colombia,Colombia,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,7.83,84.0
Arabica,compañia colombiana agroindustrial s.a,Colombia,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,7.67,84.0
Arabica,racafe & cia s.c.a,Colombia,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,8.33,84.0
Arabica,lusso lab,Ethiopia,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,7.83,84.0
Arabica,ipanema coffees,Brazil,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,7.92,84.0
Arabica,exportadora de cafe condor s.a,Colombia,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,7.67,84.0
Arabica,ibero kenya limited,Kenya,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,7.67,84.0
Arabica,doi tung development project,Thailand,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,8.42,84.0
Arabica,taylor winch (coffee) ltd.,Kenya,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,7.67,84.0
Arabica,afca,Uganda,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,7.58,84.0
Arabica,doi tung development project,Thailand,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,8.0,84.0
Arabica,ipanema coffees,Brazil,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,8.5,83.92
Arabica,cafes tomari sa de cv,Mexico,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,7.83,83.92
Arabica,sarawut premjit,Thailand,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,7.83,83.92
Arabica,ipanema coffees,Brazil,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,7.83,83.92
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,7.83,83.92
Arabica,carcafe ltda ci,Colombia,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,7.67,83.92
Arabica,almacafe,Colombia,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,7.58,83.92
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.92
Arabica,federacion nacional de cafeteros,Colombia,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.92
Arabica,federacion nacional de cafeteros,Colombia,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,7.67,83.92
Arabica,racafe & cia s.c.a,Colombia,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,7.58,83.92
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,7.17,83.92
Arabica,compañia colombiana agroindustrial s.a,Colombia,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,7.5,83.92
Arabica,oscar ortega carballo,Mexico,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,7.67,83.92
Arabica,alfredo bojalil,Mexico,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,7.83,83.92
Arabica,organizaciones de productores de cafe colimense,Mexico,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,7.75,83.92
Arabica,carcafe ltda ci,Colombia,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,7.75,83.83
Arabica,racafe & cia s.c.a,Colombia,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.58,83.83
Arabica,"ceca, s.a.",Costa Rica,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,7.83,83.83
Arabica,juan luis alvarado romero,Guatemala,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,7.67,83.83
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,7.75,83.83
Arabica,ipanema coffees,Brazil,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,8.0,83.83
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,7.83,83.83
Arabica,yasmin cofffee plantation plc,Ethiopia,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,7.75,83.83
Arabica,ipanema coffees,Brazil,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,8.08,83.83
Arabica,eric thormaehlen,Costa Rica,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,7.67,83.83
Arabica,juan luis alvarado romero,Guatemala,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,7.75,83.83
Arabica,ipanema coffees,Brazil,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,7.75,83.83
Arabica,garet alban,Ecuador,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,7.67,83.83
Arabica,exportadora de cafe condor s.a,Colombia,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,7.92,83.83
Arabica,juan luis alvarado romero,Guatemala,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,7.67,83.83
Arabica,filemon mendoza campos,Mexico,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,7.92,83.83
Arabica,alfredo bojalil,Mexico,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,7.83,83.83
Arabica,jacques pereira carneiro,Brazil,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.83,83.83
Arabica,doi chaang coffee company,Thailand,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,7.5,83.83
Arabica,doi tung development project,Thailand,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,7.75,83.83
Arabica,ethiopia commodity exchange,Ethiopia,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,7.5,83.83
Arabica,kennedy macharia,Kenya,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,7.83,83.75
Arabica,ipanema coffees,Brazil,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,7.75,83.75
Arabica,carcafe ltda ci,Colombia,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,7.75,83.75
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,7.75,83.75
Arabica,racafe & cia s.c.a,Colombia,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,7.67,83.75
Arabica,yunnan coffee exchange,China,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,7.75,83.75
Arabica,carcafe ltda ci,Colombia,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,7.75,83.75
Arabica,nile highland arabica coffee farmers,Uganda,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,7.67,83.75
Arabica,german negron,United States of America,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,7.75,83.75
Arabica,racafe & cia s.c.a,Colombia,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,7.67,83.75
Arabica,olam agro colombia,Colombia,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,7.5,83.75
Arabica,exportadora de cafe condor s.a,Colombia,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,7.75,83.75
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,7.58,83.75
Arabica,kona pacific farmers cooperative,United States of America,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,7.75,83.75
Arabica,saul m. hernandez ramirez,Mexico,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,7.83,83.75
Arabica,the coffee source inc.,Guatemala,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,7.75,83.75
Arabica,carcafe ltda ci,Colombia,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,8.08,83.75
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,7.75,83.75
Arabica,kona pacific farmers cooperative,United States of America,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,7.75,83.75
Arabica,ipanema coffees,Brazil,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,7.83,83.67
Arabica,kennedy macharia,Kenya,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,7.75,83.67
Arabica,bismarck castro,Honduras,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,7.33,83.67
Arabica,"comercial internacional exportadora, s.a.",Nicaragua,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.67
Arabica,ipanema coffees,Brazil,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,7.83,83.67
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,7.75,83.67
Arabica,"ceca, s.a.",Costa Rica,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,8.33,83.67
Arabica,doi tung development project,Thailand,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,7.75,83.67
Arabica,rob stephen,Colombia,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,10.0,7.83,83.67
Arabica,juan luis alvarado romero,Guatemala,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,10.0,7.5,83.67
Arabica,exportadora de cafe condor s.a,Colombia,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,10.0,7.58,83.67
Arabica,racafe & cia s.c.a,Colombia,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,10.0,7.92,83.67
Arabica,juan luis alvarado romero,Guatemala,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,10.0,7.5,83.67
Arabica,juan luis alvarado romero,Guatemala,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,10.0,7.67,83.67
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,10.0,7.83,83.67
Arabica,the coffee source inc.,Guatemala,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,9.33,8.0,83.67
Arabica,juan luis alvarado romero,Guatemala,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,10.0,7.5,83.67
Arabica,juan luis ortega carballo,Mexico,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,10.0,7.58,83.67
Arabica,ekai international company ltd.,Indonesia,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,10.0,7.58,83.67
Arabica,juan luis alvarado romero,Guatemala,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,10.0,7.83,83.67
Arabica,kona pacific farmers cooperative,United States of America,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,9.33,8.17,83.67
Arabica,ipanema coffees,Brazil,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.92,83.58
Arabica,juan luis alvarado romero,Guatemala,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.58
Arabica,racafe & cia s.c.a,Colombia,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58
Arabica,yunnan coffee exchange,China,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58
Arabica,racafe & cia s.c.a,Colombia,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.58,83.58
Arabica,andreas kussmaul,Mexico,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,10.0,7.75,83.58
Arabica,essencecoffee,Ethiopia,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,10.0,7.75,83.58
Arabica,bulamburi coffee farmers association,Uganda,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,10.0,7.67,83.58
Arabica,compañia colombiana agroindustrial s.a,Colombia,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.58
Arabica,compañia colombiana agroindustrial s.a,Colombia,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,10.0,7.67,83.58
Arabica,compañia colombiana agroindustrial s.a,Colombia,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,10.0,7.58,83.58
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,10.0,7.5,83.58
Arabica,racafe & cia s.c.a,Colombia,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,10.0,7.67,83.58
Arabica,alfredo bojalil,Mexico,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.58
Arabica,carcafe ltda ci,Colombia,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,10.0,7.75,83.58
Arabica,nucoffee,Brazil,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,10.0,7.67,83.58
Arabica,carcafe ltda ci,Colombia,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,10.0,7.58,83.5
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,10.0,10.0,83.5
Arabica,"ceca, s.a.",Costa Rica,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,10.0,7.83,83.5
Arabica,carcafe ltda ci,Colombia,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,10.0,7.58,83.5
Arabica,juan luis alvarado romero,Guatemala,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,10.0,7.58,83.5
Arabica,racafe & cia s.c.a,Colombia,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,10.0,7.75,83.5
Arabica,damari absalome,United Republic of Tanzania,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,10.0,7.58,83.5
Arabica,aulia arif syahri,Indonesia,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,10.0,7.67,83.5
Arabica,debesa agro industry plc,Ethiopia,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.5
Arabica,federacion nacional de cafeteros,Colombia,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,10.0,7.67,83.5
Arabica,exportadora de cafe condor s.a,Colombia,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,10.0,7.58,83.5
Arabica,the coffee source inc.,Guatemala,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,10.0,7.75,83.5
Arabica,compañia colombiana agroindustrial s.a,Colombia,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,10.0,7.67,83.5
Arabica,,Honduras,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,10.0,7.83,83.5
Arabica,exportadora de cafe condor s.a,Colombia,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,10.0,7.67,83.5
Arabica,exportadora de cafe condor s.a,Colombia,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,10.0,7.58,83.5
Arabica,manuel herrera juarez,Mexico,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,10.0,8.42,83.5
Arabica,miguel cortes moreno,Mexico,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,10.0,7.58,83.5
Arabica,gabriel bernardo rivas ross,Mexico,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,10.0,7.83,83.5
Arabica,juan luis alvarado romero,Guatemala,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,10.0,7.5,83.5
Arabica,racafe & cia s.c.a,Colombia,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.5
Arabica,felipe isaza,Guatemala,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,10.0,7.58,83.5
Arabica,kona pacific farmers cooperative,United States of America,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,10.0,7.58,83.5
Arabica,specialty coffee association of indonesia,Indonesia,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,10.0,7.58,83.5
Arabica,carcafe ltda ci,Colombia,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,10.0,7.67,83.42
Arabica,juan luis alvarado romero,Guatemala,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,10.0,7.67,83.42
Arabica,carcafe ltda ci,Colombia,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,10.0,7.67,83.42
Arabica,"ceca, s.a.",Costa Rica,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,10.0,7.83,83.42
Arabica,cqi taiwan icp cqi台灣合作夥伴,Taiwan,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,10.0,10.0,83.42
Arabica,bugisu cooperative union,Uganda,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,10.0,7.75,83.42
Arabica,松澤宏樹 koju matsuzawa,Thailand,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,10.0,7.67,83.42
Arabica,consejo salvadoreño del café,El Salvador,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,10.0,7.58,83.42
Arabica,carcafe ltda ci,Colombia,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,10.0,7.67,83.42
Arabica,bourbon specialty coffees,Brazil,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,10.0,7.75,83.42
Arabica,ngila estate ltd,United Republic of Tanzania,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,10.0,7.58,83.42
Arabica,compañia colombiana agroindustrial s.a,Colombia,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,10.0,7.58,83.42
Arabica,juan luis alvarado romero,Guatemala,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,10.0,7.5,83.42
Arabica,juan luis alvarado romero,Guatemala,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,10.0,7.58,83.42
Arabica,juan luis alvarado romero,Guatemala,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,10.0,7.58,83.42
Arabica,kona pacific farmers cooperative,United States of America,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,10.0,7.67,83.42
Arabica,exportadora de cafe condor s.a,Colombia,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,10.0,7.67,83.42
Arabica,federacion nacional de cafeteros,Colombia,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,10.0,7.58,83.42
Arabica,kona pacific farmers cooperative,United States of America,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,10.0,7.5,83.42
Arabica,doi tung development project,Thailand,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,10.0,7.83,83.42
Arabica,grounds for health admin,Mexico,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,10.0,8.0,83.38
Arabica,exportadora de cafe condor s.a,Colombia,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33
Arabica,racafe & cia s.c.a,Colombia,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,10.0,7.67,83.33
Arabica,racafe & cia s.c.a,Colombia,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,10.0,7.67,83.33
Arabica,ipanema coffees,Brazil,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,10.0,7.58,83.33
Arabica,andreas kussmaul,Mexico,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,10.0,7.58,83.33
Arabica,exportadora de cafe condor s.a,Colombia,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,10.0,7.42,83.33
Arabica,afca,United Republic of Tanzania,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,10.0,7.58,83.33
Arabica,j.andrade,Mexico,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,10.0,7.67,83.33
Arabica,the coffee source inc.,Costa Rica,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,10.0,7.58,83.33
Arabica,eileen koyanagi,United States of America,7.83,7.58,7.83,7.67,7.92,8.0,9.33,10.0,9.33,7.83,83.33
Arabica,eric thormaehlen,Costa Rica,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,10.0,8.0,83.33
Arabica,dane loraas,Peru,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,10.0,7.5,83.33
Arabica,itiah coffee llc,Haiti,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,10.0,7.83,83.33
Arabica,carcafe ltda ci,Colombia,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,10.0,7.5,83.33
Arabica,juan luis alvarado romero,Guatemala,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,10.0,7.67,83.33
Arabica,kona pacific farmers cooperative,United States of America,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,10.0,7.83,83.33
Arabica,steven kil,Burundi,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,10.0,7.83,83.33
Arabica,exportadora de cafe condor s.a,Colombia,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,10.0,7.67,83.33
Arabica,kona pacific farmers cooperative,United States of America,8.08,7.83,7.83,7.75,7.67,7.58,9.33,10.0,9.33,7.92,83.33
Arabica,kona pacific farmers cooperative,United States of America,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,10.0,7.5,83.33
Arabica,cafe de don balbino s.c. de r.l. de c.v.,Mexico,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,10.0,7.67,83.25
Arabica,troy quimby,Costa Rica,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,10.0,7.58,83.25
Arabica,rodrigo soto,Costa Rica,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,10.0,7.67,83.25
Arabica,juan luis alvarado romero,Guatemala,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,10.0,7.67,83.25
Arabica,kawacom uganda ltd,Uganda,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,10.0,7.67,83.25
Arabica,bourbon specialty coffees,Brazil,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,10.0,8.0,83.25
Arabica,carcafe ltda ci,Colombia,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,10.0,7.58,83.25
Arabica,productos y servicios chilindron s.a. de c.v.,Mexico,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,10.0,7.42,83.25
Arabica,"lin, che-hao krude 林哲豪",Taiwan,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,10.0,7.58,83.25
